epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3339.78,0.28996,0.73171,1.56797,0.91066,0.85743,0.91678,0.4262,0.49142,0.90131,2.52628,0.00069423,0.00069423,0.00069423
183,3357.96,0.28483,0.69011,1.54769,0.92982,0.88785,0.9426,0.43184,0.48545,0.90898,2.48479,0.000684422,0.000684422,0.000684422
184,3376.2,0.2945,0.69721,1.58153,0.89826,0.90762,0.93051,0.44632,0.48326,0.84064,2.5086,0.000674649,0.000674649,0.000674649
185,3394.59,0.27824,0.65688,1.53411,0.91645,0.92262,0.94647,0.4452,0.48388,0.86045,2.49985,0.000664914,0.000664914,0.000664914
186,3412.89,0.27728,0.67333,1.52682,0.93353,0.92523,0.96756,0.45839,0.48901,0.84102,2.52341,0.000655216,0.000655216,0.000655216
187,3431.08,0.29074,0.7405,1.55268,0.93165,0.92523,0.92724,0.43728,0.47995,0.84412,2.57316,0.000645557,0.000645557,0.000645557
188,3449.36,0.27026,0.63844,1.50469,0.95308,0.8972,0.93428,0.43372,0.4905,0.90009,2.56048,0.000635938,0.000635938,0.000635938
189,3467.71,0.2711,0.70281,1.50282,0.94687,0.91589,0.93485,0.44591,0.4761,0.91353,2.57438,0.00062636,0.00062636,0.00062636
190,3485.95,0.28423,0.71607,1.54625,0.90703,0.93458,0.93406,0.42661,0.48222,0.84335,2.52481,0.000616824,0.000616824,0.000616824
191,3504.14,0.27931,0.70601,1.52669,0.97976,0.90485,0.95605,0.45576,0.48254,0.90227,2.51469,0.000607331,0.000607331,0.000607331
192,3522.57,0.28985,0.70122,1.55192,0.96872,0.8785,0.93664,0.43651,0.48954,0.88402,2.59178,0.000597882,0.000597882,0.000597882
193,3540.93,0.27841,0.71852,1.54338,0.93989,0.87682,0.94703,0.42675,0.48524,0.88818,2.57609,0.000588479,0.000588479,0.000588479
194,3559.22,0.28477,0.69038,1.53664,0.96047,0.90827,0.9681,0.43978,0.47384,0.86318,2.54469,0.000579121,0.000579121,0.000579121
195,3577.35,0.28813,0.7151,1.54752,0.94178,0.91589,0.96106,0.45187,0.48598,0.90577,2.524,0.000569811,0.000569811,0.000569811
196,3595.69,0.28012,0.66219,1.52693,0.91547,0.911,0.9363,0.43665,0.47681,0.83703,2.56488,0.000560549,0.000560549,0.000560549
197,3614,0.26517,0.66997,1.48665,0.93242,0.9026,0.93409,0.44418,0.49118,0.82572,2.62608,0.000551337,0.000551337,0.000551337
198,3632.29,0.2692,0.67239,1.48941,0.9382,0.91589,0.94095,0.44069,0.48732,0.83781,2.64983,0.000542175,0.000542175,0.000542175
199,3650.56,0.27248,0.66021,1.50183,0.8968,0.91589,0.92756,0.43747,0.47248,0.84734,2.59465,0.000533064,0.000533064,0.000533064
200,3668.82,0.27054,0.68023,1.48949,0.90889,0.93229,0.93991,0.43771,0.49183,0.84416,2.64886,0.000524005,0.000524005,0.000524005
201,3687.11,0.27829,0.6736,1.51727,0.9382,0.90654,0.93938,0.43654,0.49172,0.82541,2.61593,0.000515,0.000515,0.000515
202,3705.38,0.27397,0.70431,1.51135,0.89137,0.92523,0.93417,0.43913,0.48184,0.87009,2.59785,0.000506049,0.000506049,0.000506049
203,3723.62,0.26969,0.64882,1.46698,0.90628,0.90381,0.92172,0.43056,0.48444,0.83834,2.64843,0.000497153,0.000497153,0.000497153
204,3741.87,0.2803,0.66365,1.51738,0.92812,0.8785,0.94396,0.44481,0.48578,0.8448,2.65059,0.000488314,0.000488314,0.000488314
205,3760.32,0.27652,0.66433,1.52117,0.94116,0.89692,0.95214,0.46185,0.48517,0.82933,2.61513,0.000479531,0.000479531,0.000479531
206,3778.7,0.27604,0.67424,1.50704,0.94229,0.91564,0.94535,0.44917,0.48908,0.8042,2.61473,0.000470807,0.000470807,0.000470807
207,3796.98,0.27211,0.65853,1.50224,0.942,0.8785,0.94343,0.4476,0.48821,0.84958,2.49878,0.000462142,0.000462142,0.000462142
208,3815.24,0.28999,0.73151,1.55298,0.95779,0.90654,0.96168,0.46512,0.4765,0.84891,2.55795,0.000453537,0.000453537,0.000453537
209,3833.53,0.2755,0.68306,1.53087,0.96816,0.93458,0.97806,0.47227,0.48349,0.84374,2.56471,0.000444994,0.000444994,0.000444994
210,3851.84,0.26726,0.65042,1.52023,0.92506,0.92298,0.93439,0.45194,0.48305,0.8079,2.6406,0.000436512,0.000436512,0.000436512
211,3870.16,0.27058,0.67668,1.5136,0.93859,0.94393,0.95405,0.45516,0.48308,0.81896,2.53627,0.000428093,0.000428093,0.000428093
212,3888.45,0.26475,0.62942,1.48065,0.94132,0.8996,0.95808,0.45179,0.48652,0.80478,2.59335,0.000419737,0.000419737,0.000419737
213,3906.75,0.26279,0.66209,1.47103,0.94026,0.8785,0.95475,0.45451,0.49072,0.83856,2.5997,0.000411447,0.000411447,0.000411447
214,3924.96,0.26972,0.65195,1.50097,0.91865,0.8972,0.93089,0.45936,0.48612,0.83598,2.56972,0.000403222,0.000403222,0.000403222
215,3943.13,0.26198,0.63982,1.46227,0.94235,0.91655,0.96127,0.4609,0.48964,0.82692,2.58926,0.000395064,0.000395064,0.000395064
216,3961.37,0.26836,0.6561,1.50201,0.94878,0.91589,0.9538,0.45644,0.49215,0.83165,2.63091,0.000386973,0.000386973,0.000386973
217,3979.68,0.28034,0.66119,1.54605,0.94982,0.91589,0.97185,0.44991,0.4967,0.84305,2.65144,0.00037895,0.00037895,0.00037895
218,3997.85,0.26449,0.66395,1.50383,0.94071,0.88976,0.95563,0.43912,0.49047,0.81665,2.6417,0.000370997,0.000370997,0.000370997
219,4016.02,0.25572,0.63344,1.44711,0.93162,0.91589,0.95451,0.42787,0.48805,0.84022,2.62555,0.000363114,0.000363114,0.000363114
220,4034.22,0.26999,0.65813,1.48794,0.94167,0.90654,0.95447,0.4563,0.48533,0.81929,2.58585,0.000355301,0.000355301,0.000355301
221,4052.49,0.26337,0.65958,1.46519,0.97018,0.91226,0.96074,0.4522,0.49519,0.82113,2.6425,0.000347561,0.000347561,0.000347561
222,4070.77,0.27629,0.65742,1.52458,0.98008,0.91982,0.97731,0.45281,0.49539,0.81292,2.64121,0.000339893,0.000339893,0.000339893
223,4088.93,0.26532,0.63281,1.47078,0.96469,0.91589,0.96269,0.45239,0.49214,0.7889,2.60809,0.000332298,0.000332298,0.000332298
224,4107.15,0.27499,0.66164,1.50152,0.95923,0.91589,0.96446,0.44926,0.4923,0.79666,2.60463,0.000324778,0.000324778,0.000324778
225,4125.4,0.26095,0.6074,1.4651,0.94218,0.91381,0.96244,0.44379,0.49526,0.80138,2.66956,0.000317333,0.000317333,0.000317333
226,4143.84,0.26583,0.63406,1.49113,0.93084,0.92523,0.95919,0.44312,0.49378,0.82842,2.6874,0.000309964,0.000309964,0.000309964
227,4161.98,0.26581,0.63712,1.49378,0.92444,0.91474,0.94428,0.45093,0.48538,0.81091,2.64846,0.000302672,0.000302672,0.000302672
228,4180.18,0.25918,0.603,1.44379,0.93297,0.91056,0.94142,0.45874,0.48583,0.83407,2.63421,0.000295457,0.000295457,0.000295457
229,4198.42,0.26232,0.63078,1.46407,0.94886,0.92523,0.97211,0.46413,0.4983,0.841,2.67125,0.000288321,0.000288321,0.000288321
230,4216.56,0.25878,0.64689,1.45984,0.95164,0.91964,0.97365,0.45069,0.49296,0.83104,2.69487,0.000281264,0.000281264,0.000281264
231,4234.8,0.25905,0.64741,1.43936,0.93005,0.92523,0.96091,0.45231,0.48566,0.79914,2.70282,0.000274287,0.000274287,0.000274287
232,4253.1,0.25554,0.59926,1.43262,0.9252,0.92475,0.94621,0.43769,0.49078,0.78479,2.67887,0.00026739,0.00026739,0.00026739
233,4271.31,0.25009,0.62178,1.43213,0.93727,0.90654,0.9485,0.45398,0.48331,0.80257,2.65697,0.000260575,0.000260575,0.000260575
234,4289.62,0.24418,0.60845,1.39082,0.95805,0.91589,0.96344,0.45069,0.47946,0.77627,2.64786,0.000253842,0.000253842,0.000253842
235,4307.88,0.24957,0.59635,1.42543,0.94318,0.8972,0.95242,0.45135,0.48141,0.76474,2.69548,0.000247192,0.000247192,0.000247192
236,4326.2,0.25456,0.63956,1.42902,0.93187,0.91589,0.96179,0.4436,0.48491,0.78353,2.66489,0.000240625,0.000240625,0.000240625
237,4344.45,0.25154,0.63564,1.42506,0.90469,0.91589,0.94094,0.45077,0.48515,0.78374,2.65878,0.000234143,0.000234143,0.000234143
238,4362.68,0.27173,0.6708,1.48864,0.91622,0.92523,0.9538,0.46167,0.48707,0.79307,2.64536,0.000227747,0.000227747,0.000227747
239,4381,0.25162,0.60549,1.45795,0.91126,0.90654,0.93885,0.43664,0.49546,0.81202,2.66855,0.000221435,0.000221435,0.000221435
240,4399.29,0.25718,0.65738,1.44831,0.93254,0.90432,0.95066,0.44288,0.49285,0.84213,2.66883,0.000215211,0.000215211,0.000215211
241,4417.53,0.25673,0.64452,1.4493,0.96349,0.8785,0.9471,0.44518,0.49487,0.84792,2.68965,0.000209073,0.000209073,0.000209073
242,4435.7,0.24982,0.65117,1.431,0.97286,0.8785,0.96315,0.4506,0.4904,0.84204,2.7015,0.000203023,0.000203023,0.000203023
243,4453.88,0.25144,0.61787,1.42574,0.93648,0.92523,0.96501,0.45478,0.48868,0.79967,2.65063,0.000197062,0.000197062,0.000197062
244,4472.15,0.25935,0.60108,1.47549,0.93312,0.91277,0.95225,0.44674,0.47928,0.80971,2.66707,0.00019119,0.00019119,0.00019119
245,4490.41,0.2572,0.64358,1.46591,0.92201,0.90654,0.94233,0.46729,0.47488,0.813,2.64705,0.000185408,0.000185408,0.000185408
246,4508.69,0.25186,0.59865,1.42666,0.94852,0.8972,0.94402,0.46028,0.47959,0.80637,2.67039,0.000179716,0.000179716,0.000179716
247,4526.88,0.25052,0.62785,1.41652,0.94181,0.90751,0.9459,0.44749,0.49206,0.80224,2.73523,0.000174115,0.000174115,0.000174115
248,4545.22,0.23566,0.58014,1.36933,0.95006,0.92523,0.9598,0.46203,0.4954,0.78783,2.73274,0.000168606,0.000168606,0.000168606
249,4563.58,0.25559,0.61744,1.42746,0.94207,0.91199,0.94268,0.45331,0.49125,0.79555,2.74703,0.000163189,0.000163189,0.000163189
250,4581.87,0.25499,0.63572,1.44478,0.94264,0.92153,0.96632,0.45691,0.48757,0.80995,2.71482,0.000157865,0.000157865,0.000157865
251,4600.08,0.25574,0.63764,1.46198,0.93812,0.90654,0.93258,0.44788,0.49184,0.793,2.73282,0.000152635,0.000152635,0.000152635
252,4618.34,0.25246,0.62506,1.43882,0.96513,0.90654,0.95693,0.46405,0.48661,0.80379,2.71501,0.000147498,0.000147498,0.000147498
253,4636.61,0.2492,0.59878,1.42637,0.94045,0.90654,0.94373,0.45322,0.48996,0.77779,2.73891,0.000142456,0.000142456,0.000142456
254,4654.93,0.24573,0.59591,1.40472,0.9598,0.91589,0.95812,0.44838,0.49057,0.8028,2.68443,0.00013751,0.00013751,0.00013751
255,4673.13,0.24746,0.59328,1.40899,0.94606,0.90654,0.94184,0.44665,0.49051,0.82011,2.73631,0.000132658,0.000132658,0.000132658
256,4691.33,0.25507,0.66607,1.45892,0.94696,0.90654,0.93839,0.44257,0.49171,0.8129,2.76618,0.000127904,0.000127904,0.000127904
257,4709.57,0.24262,0.60672,1.39159,0.95027,0.90654,0.94249,0.45463,0.49462,0.79913,2.77123,0.000123245,0.000123245,0.000123245
258,4727.86,0.25005,0.59654,1.41789,0.94174,0.90642,0.94538,0.45692,0.49857,0.78255,2.77044,0.000118684,0.000118684,0.000118684
259,4746.07,0.24769,0.58361,1.42543,0.93985,0.90654,0.94038,0.45091,0.49755,0.78698,2.78245,0.000114221,0.000114221,0.000114221
260,4764.35,0.24428,0.59432,1.39354,0.95192,0.92515,0.95916,0.46825,0.49723,0.79236,2.74908,0.000109856,0.000109856,0.000109856
261,4782.68,0.25159,0.66358,1.44549,0.94384,0.90654,0.94659,0.45943,0.49519,0.79274,2.74444,0.00010559,0.00010559,0.00010559
262,4800.93,0.2522,0.61151,1.41285,0.93844,0.90654,0.94717,0.46065,0.49295,0.77414,2.74585,0.000101423,0.000101423,0.000101423
263,4819.21,0.24875,0.61064,1.42414,0.96097,0.92054,0.97413,0.46188,0.49938,0.79301,2.76074,9.73555e-05,9.73555e-05,9.73555e-05
264,4837.43,0.24404,0.62568,1.40415,0.93308,0.90654,0.94822,0.45791,0.49765,0.78938,2.788,9.33881e-05,9.33881e-05,9.33881e-05
265,4855.61,0.24018,0.58002,1.37331,0.94111,0.89611,0.94636,0.47244,0.49388,0.80444,2.76698,8.95213e-05,8.95213e-05,8.95213e-05
266,4873.87,0.24626,0.62473,1.40502,0.94164,0.90484,0.94648,0.47382,0.49275,0.80313,2.73121,8.57554e-05,8.57554e-05,8.57554e-05
267,4892.16,0.25254,0.59643,1.41746,0.9414,0.90083,0.94678,0.46901,0.49014,0.8068,2.72368,8.20908e-05,8.20908e-05,8.20908e-05
268,4910.44,0.24214,0.59592,1.39031,0.96017,0.90654,0.95849,0.46865,0.49363,0.81655,2.71064,7.8528e-05,7.8528e-05,7.8528e-05
269,4928.68,0.2423,0.61044,1.3967,0.95087,0.9045,0.94722,0.45983,0.49576,0.79101,2.75431,7.50674e-05,7.50674e-05,7.50674e-05
270,4946.94,0.2474,0.60058,1.39868,0.94143,0.90654,0.9464,0.46859,0.49502,0.78264,2.75419,7.17093e-05,7.17093e-05,7.17093e-05
271,4965.11,0.26058,0.63376,1.44691,0.95018,0.90654,0.94664,0.46896,0.49446,0.78568,2.7244,6.8454e-05,6.8454e-05,6.8454e-05
272,4983.33,0.25529,0.60945,1.45275,0.9408,0.90654,0.94457,0.4651,0.49461,0.78626,2.7422,6.53021e-05,6.53021e-05,6.53021e-05
273,5001.62,0.23115,0.56241,1.35825,0.96995,0.9051,0.95666,0.47173,0.49065,0.8123,2.73878,6.22537e-05,6.22537e-05,6.22537e-05
274,5020.05,0.23278,0.60851,1.36097,0.94886,0.91589,0.95744,0.46361,0.49458,0.81401,2.76216,5.93093e-05,5.93093e-05,5.93093e-05
275,5038.31,0.24815,0.63261,1.41884,0.94973,0.91589,0.95854,0.4588,0.50134,0.79911,2.77933,5.64691e-05,5.64691e-05,5.64691e-05
276,5056.55,0.23509,0.57131,1.35613,0.94969,0.91589,0.95833,0.46048,0.49875,0.79399,2.77235,5.37334e-05,5.37334e-05,5.37334e-05
277,5074.65,0.24074,0.60663,1.39561,0.95042,0.91589,0.95725,0.46821,0.49382,0.78802,2.78979,5.11027e-05,5.11027e-05,5.11027e-05
278,5092.81,0.24898,0.60032,1.40333,0.93855,0.90654,0.94561,0.46482,0.4946,0.79324,2.80054,4.85771e-05,4.85771e-05,4.85771e-05
279,5110.89,0.25707,0.60904,1.44126,0.94852,0.91589,0.95887,0.47006,0.49568,0.79013,2.77871,4.61569e-05,4.61569e-05,4.61569e-05
280,5129.04,0.24668,0.59349,1.39886,0.95002,0.90654,0.94665,0.45918,0.49446,0.78872,2.78736,4.38424e-05,4.38424e-05,4.38424e-05
281,5147.11,0.24247,0.60416,1.39467,0.95048,0.90654,0.94852,0.46143,0.49926,0.79317,2.80739,4.16339e-05,4.16339e-05,4.16339e-05
282,5165.21,0.24704,0.58726,1.40913,0.94954,0.90654,0.94583,0.46035,0.49951,0.78084,2.80892,3.95315e-05,3.95315e-05,3.95315e-05
283,5183.28,0.24347,0.60327,1.40446,0.95092,0.90545,0.94507,0.45984,0.49904,0.78164,2.80365,3.75356e-05,3.75356e-05,3.75356e-05
284,5201.41,0.24377,0.60011,1.40083,0.95085,0.90394,0.94579,0.46249,0.49754,0.7779,2.78966,3.56463e-05,3.56463e-05,3.56463e-05
285,5219.52,0.23758,0.60846,1.3745,0.95088,0.90452,0.94535,0.46039,0.49913,0.77487,2.81574,3.38639e-05,3.38639e-05,3.38639e-05
286,5237.63,0.24077,0.59958,1.404,0.95092,0.90532,0.94444,0.46125,0.50098,0.77419,2.8067,3.21885e-05,3.21885e-05,3.21885e-05
287,5255.76,0.25109,0.62746,1.43451,0.94833,0.90654,0.94618,0.46378,0.49899,0.77574,2.79205,3.06204e-05,3.06204e-05,3.06204e-05
288,5273.9,0.24161,0.62545,1.38461,0.94817,0.90654,0.94566,0.46453,0.49639,0.78602,2.77569,2.91596e-05,2.91596e-05,2.91596e-05
289,5292.02,0.25803,0.60958,1.40731,0.94978,0.90654,0.94525,0.46462,0.49737,0.78587,2.77423,2.78064e-05,2.78064e-05,2.78064e-05
290,5310.17,0.25434,0.60684,1.45746,0.94951,0.8972,0.9465,0.46449,0.49784,0.7864,2.78448,2.6561e-05,2.6561e-05,2.6561e-05
291,5329.46,0.24365,0.53692,1.40407,0.93242,0.90267,0.93808,0.44625,0.51035,0.79676,2.82905,2.54233e-05,2.54233e-05,2.54233e-05
292,5347.72,0.23903,0.53656,1.37181,0.89823,0.90737,0.934,0.42652,0.51682,0.79748,2.87709,2.43937e-05,2.43937e-05,2.43937e-05
293,5365.92,0.23878,0.52872,1.37526,0.89324,0.91589,0.93219,0.43119,0.51515,0.79917,2.8777,2.34721e-05,2.34721e-05,2.34721e-05
294,5384.12,0.2405,0.54444,1.36405,0.89839,0.90899,0.93002,0.43067,0.51461,0.80115,2.87135,2.26587e-05,2.26587e-05,2.26587e-05
295,5402.18,0.22915,0.52767,1.35449,0.92291,0.89512,0.92993,0.43243,0.5143,0.80208,2.86751,2.19535e-05,2.19535e-05,2.19535e-05
296,5420.17,0.24334,0.53777,1.39939,0.92297,0.89583,0.93158,0.43289,0.51437,0.79603,2.88104,2.13568e-05,2.13568e-05,2.13568e-05
297,5438.22,0.24131,0.53133,1.37651,0.91384,0.8972,0.93137,0.43292,0.51246,0.8046,2.86461,2.08684e-05,2.08684e-05,2.08684e-05
298,5456.25,0.23916,0.5465,1.38302,0.92319,0.89859,0.93329,0.43561,0.51417,0.79696,2.8571,2.04885e-05,2.04885e-05,2.04885e-05
299,5474.33,0.23964,0.53729,1.38182,0.92329,0.89995,0.93392,0.43653,0.51152,0.78929,2.85674,2.02171e-05,2.02171e-05,2.02171e-05
300,5492.39,0.23483,0.54271,1.36385,0.92176,0.90654,0.93453,0.437,0.51099,0.78443,2.8735,2.00543e-05,2.00543e-05,2.00543e-05
