epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
144,1674.42,0.15423,0.71799,1.13675,0.97621,0.86916,0.95258,0.44091,0.24517,0.91816,1.60512,0.00108251,0.00108251,0.00108251
145,1685.98,0.15644,0.76046,1.13221,0.95621,0.85981,0.93791,0.45657,0.24288,0.91068,1.58958,0.00107216,0.00107216,0.00107216
146,1697.54,0.16527,0.75222,1.16866,0.92189,0.85047,0.90994,0.41409,0.2479,0.98506,1.62177,0.00106181,0.00106181,0.00106181
147,1709.05,0.15912,0.70315,1.14289,0.94326,0.8972,0.92966,0.4285,0.26138,0.93198,1.66377,0.00105146,0.00105146,0.00105146
148,1720.54,0.15857,0.70235,1.14687,0.96062,0.91191,0.96326,0.45469,0.25,0.90643,1.61759,0.0010411,0.0010411,0.0010411
149,1732.14,0.15508,0.74915,1.12378,0.93408,0.92709,0.93851,0.42782,0.26468,0.86593,1.66516,0.00103073,0.00103073,0.00103073
150,1743.63,0.15026,0.6907,1.10541,0.95979,0.89229,0.95787,0.45232,0.25599,0.90603,1.64271,0.00102037,0.00102037,0.00102037
151,1755.2,0.14898,0.68366,1.09611,0.88902,0.89836,0.91943,0.4273,0.25477,0.87161,1.63076,0.00101,0.00101,0.00101
152,1766.76,0.15019,0.73498,1.11217,0.98481,0.92523,0.97054,0.42769,0.26714,0.92219,1.68797,0.000999633,0.000999633,0.000999633
153,1778.27,0.15252,0.6683,1.12027,0.94588,0.92523,0.94493,0.44458,0.25748,0.85866,1.66289,0.000989267,0.000989267,0.000989267
154,1789.82,0.15936,0.74387,1.13115,0.94539,0.88785,0.93581,0.43912,0.25219,0.85943,1.65094,0.000978903,0.000978903,0.000978903
155,1801.42,0.15513,0.71567,1.12289,0.96897,0.87554,0.94743,0.44016,0.25928,0.87437,1.67281,0.000968543,0.000968543,0.000968543
156,1813.03,0.15047,0.69461,1.10427,0.89944,0.91956,0.94142,0.4647,0.25294,0.84367,1.5995,0.000958187,0.000958187,0.000958187
157,1824.6,0.14799,0.67777,1.09506,0.9116,0.86916,0.91863,0.43082,0.26022,0.84619,1.70395,0.000947837,0.000947837,0.000947837
158,1836.15,0.15504,0.70154,1.13593,0.90496,0.86916,0.93413,0.42814,0.26016,0.8827,1.69674,0.000937494,0.000937494,0.000937494
